,prova_realizada_em,dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,cidade_de_nascimento,bairro
5639,PA - Pará,13/01/2017,"4,7","1,2",manhã,Masculino,Solteiro(a),Ensino médio,Xinguara,Centro
5640,PA - Pará,13/01/2017,"4,7","1,2",manhã,Feminino,Solteiro(a),Superior,Xinguara,Centro
5641,PA - Pará,14/01/2017,"4,55","1,3",Noite,Feminino,Divorciado(a),Superior,Xinguara,DISTRITO SÃO FRANCISCO
5642,PA - Pará,15/01/2017,"4,55","1,3",manhã,Feminino,Solteiro(a),Superior,Xinguara,Centro
5643,PA - Pará,05/01/2017,"4,45","1,2",manhã,Masculino,Solteiro(a),Superior,ARAGUAINA,ZONA RURAL
5644,PA - Pará,12/01/2017,"4,45","1,2",manhã,Feminino,Solteiro(a),Superior,Xinguara,Selectas
5645,PA - Pará,13/01/2017,3,0,Noite,Masculino,Casado(a),Superior,ASSIS,ZONA RURAL
5646,PA - Pará,14/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,URUAÇU,Zona Rural
5647,PA - Pará,15/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Jacundá ,Centro
5648,PA - Pará,05/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,CONCEIÇÃO DO ARAGUAIA,ZONA RURAL
5649,PA - Pará,12/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Xinguara,Centro
5650,PA - Pará,13/01/2017,3,0,manhã,Feminino,Casado(a),Superior,Água Azul do Norte,Nova Canadá
5651,PA - Pará,08/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,XINGUARA,ZONA RURAL
5652,PA - Pará,15/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,REDENÇÃO,Centro
5653,PA - Pará,05/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,XINGUARA,BELA VISTA
5654,PA - Pará,07/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Xinguara,Centro
5655,PA - Pará,13/01/2017,3,0,Noite,Feminino,Casado(a),Ensino médio,Xinguara,Setor Marajoara II
5656,PA - Pará,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,ITAPURANGA,Centro
5657,PA - Pará,15/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Rio maria,Centro
5658,PA - Pará,15/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,fortaleza,Centro
5659,PA - Pará,15/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Rio Maria ,Centro
5660,PA - Pará,15/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Brejo-MA,Zona Rural
5661,PA - Pará,15/01/2017,"2,75",0,manhã,Masculino,Casado(a),Superior,Graça Aranha,Mundial
5662,PA - Pará,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,PAU DARCO,Centro
5663,PA - Pará,15/01/2017,"2,75",0,Noite,Feminino,Casado(a),Superior,conceiçao do araguaia,Tanaka
5664,PA - Pará,15/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Superior,São felix do Xingu ,Zona rual
5665,PA - Pará,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,MACEIO,PARAISO
5666,PA - Pará,13/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Superior,xinguara ,Tanaka 2
5667,PA - Pará,09/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Balsas,Setor Marajoara II
5668,PA - Pará,14/01/2017,"2,75",0,manhã,Feminino,Divorciado(a),Ensino médio,ELDORADO DOS CARAJAS,Marajoara
5669,PA - Pará,16/01/2017,"2,5",0,manhã,Masculino,Casado(a),Ensino médio,IMPERATRIZ ,ZONA RURAL 
5670,PA - Pará,13/01/2017,"2,5",0,manhã,Feminino,Casado(a),Superior,Ourilândia do Norte ,Tanaka
5671,PA - Pará,16/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Ensino médio,Rio maria ,Centro
5672,PA - Pará,15/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Xinguara Para,Rodoviario
5673,PA - Pará,13/01/2017,"2,5",0,manhã,Masculino,Casado(a),Ensino médio,xinguara,parakana
5674,PA - Pará,12/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,PAU DARCO,ASSENTAMENTO NICOLINA RIVETTI
5675,PA - Pará,16/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Superior incompleto,sant.araguaia,Marajoara
5676,PA - Pará,15/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Ensino médio,XINGUARA,CENTRO
5677,PA - Pará,12/01/2017,"2,25",0,manhã,Feminino,Solteiro(a),Ensino médio,Goiânia,BELA VISTA II
5678,PA - Pará,12/01/2017,"2,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Pau d arco,Centro
5679,PA - Pará,05/01/2017,2,0,Noite,Masculino,Solteiro(a),Ensino médio,Xinguara,Marajoara
5680,PA - Pará,16/01/2017,2,0,manhã,Masculino,Separado(a),Ensino médio,Xinguara,Centro
5681,PA - Pará,09/01/2017,"1,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Xinguara ,Itamarati
5682,PE - Pernambuco,17/01/2017,"5,4","1,9",manhã,Feminino,Solteiro(a),Ensino médio,São Paulo,Insurreição
5683,PE - Pernambuco,11/01/2017,"5,4","1,9",Noite,Masculino,Casado(a),Ensino médio,Resende,Piedade
5684,PE - Pernambuco,11/01/2017,"5,3","1,8",Noite,Feminino,Casado(a),Ensino médio,resende,Piedade
5685,PE - Pernambuco,14/01/2017,"5,2","1,7",Noite,Masculino,Casado(a),Ensino médio,SÃO JOAQUIM DO MONTE,BAIRRO NOVO
5686,PE - Pernambuco,12/01/2017,"5,15","1,9",Noite,Feminino,Solteiro(a),Ensino médio,BEZERROS,SANTO AMARO 2
5687,PE - Pernambuco,11/01/2017,"5,1","1,6",manhã,Masculino,Solteiro(a),Superior,OURICURI,CENTRO
5688,PE - Pernambuco,10/01/2017,"5,1","1,6",manhã,Masculino,Solteiro(a),Superior,Bezerros,Zona Rural
5689,PE - Pernambuco,13/01/2017,"5,05","1,8",manhã,Masculino,Divorciado(a),Superior,RECIFE,San Martin
5690,PE - Pernambuco,16/01/2017,"4,7","1,2",Noite,Masculino,Casado(a),Ensino médio,BEZERROS,SANTO ANTONIO
5691,PE - Pernambuco,10/01/2017,"4,7","1,2",manhã,Masculino,Solteiro(a),Ensino médio,Bezerros,Sapucarana
5692,PE - Pernambuco,10/01/2017,"4,55","1,3",manhã,Feminino,Casado(a),Ensino médio,SÃO LUIS ,Centro
5693,PE - Pernambuco,13/01/2017,"4,5",1,Noite,Masculino,Casado(a),Ensino médio,Moreno,Zona Rural - Bonança
5694,PE - Pernambuco,14/01/2017,"4,5",1,manhã,Masculino,Solteiro(a),Superior incompleto,recife,caic
5695,PE - Pernambuco,10/01/2017,"4,25",0,manhã,Masculino,Casado(a),Superior,SAIRE,SÃO SEBASTIÃO
5696,PE - Pernambuco,15/01/2017,4,0,manhã,Feminino,Casado(a),Ensino médio,bezerros ,zona rural
5697,PE - Pernambuco,14/01/2017,4,0,Noite,Masculino,Divorciado(a),Ensino médio,Gravatá,Gravatá Centro
5698,PE - Pernambuco,17/01/2017,4,0,Noite,Masculino,Solteiro(a),Ensino médio,Bezerros,Santo Amaro I
5699,PE - Pernambuco,10/01/2017,"3,75",0,manhã,Masculino,Casado(a),Ensino médio,Garanhuns,village
5700,PE - Pernambuco,12/01/2017,"3,75",0,Noite,Masculino,Casado(a),Nível técnico,RECIFE,ROSARIO
5701,PE - Pernambuco,17/01/2017,"3,75",0,manhã,Feminino,Casado(a),Ensino médio,Sairé,centro
5702,PE - Pernambuco,17/01/2017,"3,5",0,manhã,Masculino,Casado(a),Ensino médio,RECIFE,Santo Amaro
5703,PE - Pernambuco,14/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Nível técnico,Cortês,Santo Amaro 2
5704,PE - Pernambuco,16/01/2017,"3,5",0,manhã,Masculino,Divorciado(a),Ensino médio,POMBOS,São Vicente de Paulo
5705,PE - Pernambuco,17/01/2017,"3,5",0,manhã,Masculino,Solteiro(a),Ensino médio,bezerros,cohab
5706,PE - Pernambuco,17/01/2017,"3,25",0,manhã,Masculino,Solteiro(a),Ensino médio,BEZERROS,SÃO SEBATIÃO
5707,PE - Pernambuco,17/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Bezerros,São sebastiao
5708,PE - Pernambuco,10/01/2017,3,0,Noite,Masculino,Casado(a),Superior,SÃO PAULO,Madalena
5709,PE - Pernambuco,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior,Bezerros,Povoado Insurreição
5710,PE - Pernambuco,10/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior incompleto,Timbaúba,Dois Irmãos
5711,PE - Pernambuco,15/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,São Joaquim do monte,zona rural 
5712,PE - Pernambuco,16/01/2017,3,0,Noite,Masculino,Casado(a),Superior,JERICÓ,CENTRO
5713,PE - Pernambuco,11/01/2017,3,0,Noite,Masculino,Divorciado(a),Ensino médio,GARANHUNS,HELIÓPOLIS
5714,PE - Pernambuco,15/01/2017,3,0,Noite,Masculino,Solteiro(a),Nível técnico,Bezerros,Centro
5715,PE - Pernambuco,13/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,bezerros,santo antonio 
5716,PE - Pernambuco,17/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,GRAVATÁ,ZONA RURAL
5717,PE - Pernambuco,10/01/2017,3,0,manhã,Masculino,Casado(a),Ensino médio,Bezerros,Nossa senhora aparecida
5718,PE - Pernambuco,15/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Bezerros,Santo Amaro 1
5719,PE - Pernambuco,15/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Recife,Barro
5720,PE - Pernambuco,10/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,BEZERROS,SANTO ANTONIO
5721,PE - Pernambuco,14/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Recife,caic
5722,PE - Pernambuco,17/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Sairé ,Sítio mongonga 
5723,PE - Pernambuco,17/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,CARUARU,Nossa Senhora das Dores
5724,PE - Pernambuco,10/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,Penedo,São José
5725,PE - Pernambuco,15/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Vitória de santo Antão,Cajá
5726,PE - Pernambuco,13/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Garanhuns ,zona rural
5727,PE - Pernambuco,12/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Sairé,Sitío Galeão
5728,PE - Pernambuco,11/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Bezerros,Cohab
5729,PE - Pernambuco,17/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,MONTE ALEGRE,ZONA RURAL
5730,PE - Pernambuco,10/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Pesqueira,zona rural
5731,PE - Pernambuco,15/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Manga,-
5732,PE - Pernambuco,11/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Nível técnico,RECIFE,Pixete
5733,PE - Pernambuco,13/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Ensino médio,arcoverde,area rural
5734,PE - Pernambuco,12/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Bezerros ,Rosário 
5735,PE - Pernambuco,12/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Sairé,Sitío Gameleiro
5736,PE - Pernambuco,11/01/2017,"2,5",0,Noite,Masculino,Divorciado(a),Ensino médio,CARUARU,Centro
5737,PE - Pernambuco,14/01/2017,"2,5",0,manhã,Masculino,Casado(a),Ensino médio,buique,encruzilhada de sao joao
5738,PE - Pernambuco,10/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,bezerros,santo antonio
5739,PE - Pernambuco,10/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Ensino médio,Bezerros,COHAB
5740,PE - Pernambuco,10/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Superior,BEZERROS,SANTO ANTONIO
5741,PE - Pernambuco,11/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Afogados Recife,São Sebastião
5742,PE - Pernambuco,15/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Bezerros,Salgado
5743,PE - Pernambuco,17/01/2017,"2,5",0,manhã,Masculino,Casado(a),Superior,TAQUARITINGA DO NORTE,Santo Amaro 1
5744,PE - Pernambuco,15/01/2017,"2,25",0,manhã,Feminino,Solteiro(a),Ensino médio,recife ,zona rural
5745,PE - Pernambuco,13/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Superior,ANCASH,JARDIM FRAGOSO
5746,PE - Pernambuco,17/01/2017,"1,5",0,Noite,Feminino,Solteiro(a),Superior,GRAVATÁ,ZONA RURAL
5747,SC - Santa Catarina,16/01/2017,"5,2","1,7",Noite,Masculino,Solteiro(a),Nível técnico,RIO FORTUNA,Centro
5748,SC - Santa Catarina,16/01/2017,"5,2","1,7",Noite,Masculino,Solteiro(a),Ensino médio,TUBARAO,VILA NOVA
5749,SC - Santa Catarina,16/01/2017,"5,1","1,6",Noite,Feminino,Solteiro(a),Especialização,ORLEANS,SESMARIAS
5750,SC - Santa Catarina,16/01/2017,"5,1","1,6",Noite,Feminino,Casado(a),Ensino médio,Braço do norte,Avistoso
5751,SC - Santa Catarina,14/01/2017,5,"1,5",Noite,Masculino,Casado(a),Ensino médio,SAO BONIFACIO,Centro
5752,SC - Santa Catarina,14/01/2017,"4,9","1,4",Noite,Masculino,Solteiro(a),Ensino médio,Urussanga,Centro
5753,SC - Santa Catarina,17/01/2017,"4,9","1,4",manhã,Feminino,Casado(a),Ensino médio,RIO FORTUNA,NOSSA SENHORA DE FATIMA
5754,SC - Santa Catarina,12/01/2017,"4,75","1,5",Noite,Feminino,Casado(a),Especialização,ARMAZÉM,SANTA TEREZINHA
5755,SC - Santa Catarina,09/01/2017,"4,75","1,5",manhã,Masculino,Solteiro(a),Superior incompleto,Grão-Pará,Centro
5756,SC - Santa Catarina,16/01/2017,"4,7","1,2",manhã,Masculino,Solteiro(a),Ensino médio,braço do norte,baixo pinheiral
5757,SC - Santa Catarina,14/01/2017,"4,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Maripá,Nossa Sª de Fátima
5758,SC - Santa Catarina,14/01/2017,"4,5",0,Noite,Feminino,Casado(a),Ensino médio,braço do norte,Azeiteiro
5759,SC - Santa Catarina,14/01/2017,"4,5",0,Noite,Masculino,Solteiro(a),Ensino médio,ORLEANS,RODEI DO AÇUCAR
5760,SC - Santa Catarina,16/01/2017,"4,35","1,1",Noite,Masculino,Casado(a),Superior,Braço do norte,Centro
5761,SC - Santa Catarina,17/01/2017,"4,25",1,manhã,Feminino,Casado(a),Ensino médio,Braço do norte,Sertão do rio bonito
5762,SC - Santa Catarina,17/01/2017,"4,25",0,manhã,Masculino,Solteiro(a),Ensino médio,Gravatal,ilhota grande
5763,SC - Santa Catarina,16/01/2017,"4,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Santa Rosa de Lima,Centro
5764,SC - Santa Catarina,17/01/2017,"4,25",0,manhã,Feminino,Solteiro(a),Ensino médio,BRAÇO DO NORTE,RIO CACHOEIRINHAS
5765,SC - Santa Catarina,17/01/2017,4,0,manhã,Feminino,Casado(a),Superior,SANTA ROSA DE LIMA,AGUAS MORNAS
5766,SC - Santa Catarina,16/01/2017,4,0,Noite,Feminino,Casado(a),Ensino médio,Braço do Norte,Centro
5767,SC - Santa Catarina,14/01/2017,4,0,Noite,Masculino,Solteiro(a),Ensino médio,Braço do Norte ,Rio bonito 
5768,SC - Santa Catarina,07/01/2017,"3,75",0,manhã,Feminino,Casado(a),Ensino médio,rio fortuna,rio pequeno
5769,SC - Santa Catarina,17/01/2017,"3,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Armazem,Rio Café
5770,SC - Santa Catarina,14/01/2017,"3,75",0,Noite,Masculino,Solteiro(a),Ensino médio,rio fortuna,rio otilia
5771,SC - Santa Catarina,16/01/2017,"3,75",0,Noite,Feminino,Casado(a),Superior incompleto,Braço do Norte,Lado da união
5772,SC - Santa Catarina,16/01/2017,"3,75",0,Noite,Masculino,Solteiro(a),Superior incompleto,Tijucas,São Domingos
5773,SC - Santa Catarina,10/01/2017,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,Joinvile ,Santa terezinha 
5774,SC - Santa Catarina,16/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,CRICIUMA,Humaitá
5775,SC - Santa Catarina,09/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Braço do Norte,São Mauricio
5776,SC - Santa Catarina,07/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,São Ludgero,Centro
5777,SC - Santa Catarina,15/01/2017,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,Praia Grande,São Roque
5778,SC - Santa Catarina,16/01/2017,"3,25",0,Noite,Masculino,Casado(a),Superior,URUBICI SC,Centro
5779,SC - Santa Catarina,16/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,Cunha Pora,Centro
5780,SC - Santa Catarina,13/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,Armazém ,Santa Terezinha 
5781,SC - Santa Catarina,13/01/2017,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,Armazém ,Santa Terezinha 
5782,SC - Santa Catarina,10/01/2017,"3,25",0,Noite,Feminino,Divorciado(a),Ensino médio,Porto Alegre ,Centro
5783,SC - Santa Catarina,16/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Superior,GRAO PARA,VILA NOVA
5784,SC - Santa Catarina,12/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,Barração,Próspera
5785,SC - Santa Catarina,10/01/2017,3,0,manhã,Feminino,Separado(a),Ensino médio,Orleans,Rio Jordão Baixo
5786,SC - Santa Catarina,14/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,Tubarao,Centro
5787,SC - Santa Catarina,05/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,ORLEANS,FLORESTA
5788,SC - Santa Catarina,16/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Tubarão ,Caçador
5789,SC - Santa Catarina,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior,Braço do Norte,SANTA AUGUSTA
5790,SC - Santa Catarina,15/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior incompleto,BRAÇO DO NORTE,Centro
5791,SC - Santa Catarina,16/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,Braço do Norte,Nossa Senhora das Graças
5792,SC - Santa Catarina,17/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,São Ludgero ,Uniao 
5793,SC - Santa Catarina,10/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Superior,Torres,Centro
5794,SC - Santa Catarina,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,braço do norte,termas
5795,SC - Santa Catarina,14/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,BRAÇO DO NORTE,SANTA LUZIA
5796,SC - Santa Catarina,15/01/2017,"2,75",0,Noite,Feminino,Divorciado(a),Ensino médio,GRÃO-PARÁ,SÃO CAMILO
5797,SC - Santa Catarina,12/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,rio fortuna ,Rio bravo baixo 
5798,SC - Santa Catarina,16/01/2017,"2,75",0,Noite,Feminino,Divorciado(a),Superior incompleto,GRÃO-PARA,Centro
5799,SC - Santa Catarina,09/01/2017,"2,75",0,Noite,Masculino,Casado(a),Especialização,CURITIBA,CAMPESTRE
5800,SC - Santa Catarina,16/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Morro da Fumaça ,Centro
5801,SC - Santa Catarina,10/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Superior,Içara,Boa Vista
5802,SC - Santa Catarina,16/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,RIO FORTUNA,ESTRADA GERAL RIO OTILIA
5803,SC - Santa Catarina,13/01/2017,"2,5",0,manhã,Feminino,Divorciado(a),Ensino médio,braco do norte,azeiteiro
5804,SC - Santa Catarina,16/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Braço do Norte,Centro
5805,SC - Santa Catarina,17/01/2017,"2,5",0,manhã,Masculino,Solteiro(a),Ensino médio,BRAÇO DO NORTE,Centro
5806,SC - Santa Catarina,12/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,Santa rosa de lima,Conjunto habitacional nega verginia
5807,SC - Santa Catarina,10/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,guaira,Cidade Mineira Velha
5808,SC - Santa Catarina,10/01/2017,"2,5",0,Noite,Feminino,Casado(a),Ensino médio,ouro preto do oeste ,Cidade Mineira Velha
5809,SC - Santa Catarina,16/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Braço do Norte,BELA VISTA
5810,SC - Santa Catarina,07/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Nível técnico,Armazém ,Peroba
5811,SC - Santa Catarina,16/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,TACARATU ,SAO FRANCISCO DE ASSIS 
5812,SC - Santa Catarina,08/01/2017,"2,25",0,Noite,Feminino,Casado(a),Ensino médio,lauro muller,lado da uniao
5813,SC - Santa Catarina,16/01/2017,2,0,manhã,Feminino,Solteiro(a),Ensino médio,Salvafor,Centro
5814,SC - Santa Catarina,16/01/2017,"1,75",0,Noite,Masculino,Solteiro(a),Ensino médio,RIO FORTUNA,TREVO 
5815,SC - Santa Catarina,09/01/2017,"5,1","1,6",Noite,Feminino,Solteiro(a),Ensino médio,CAMPO ALEGRE,CENTRO
5816,SC - Santa Catarina,16/01/2017,"5,1","1,6",Noite,Masculino,Solteiro(a),Superior,CAMPO ALEGRE,Saltinho
5817,SC - Santa Catarina,10/01/2017,"5,1","1,6",Noite,Masculino,Solteiro(a),Ensino médio,Itaiopolis,interior
5818,SC - Santa Catarina,16/01/2017,"5,1","1,6",Noite,Feminino,Casado(a),Superior incompleto,Campo Alegre ,Centro 
5819,SC - Santa Catarina,10/01/2017,5,"1,5",manhã,Feminino,Casado(a),Superior,foz do iguaçu,Brasília
5820,SC - Santa Catarina,09/01/2017,5,"1,5",Noite,Feminino,Casado(a),Ensino médio,Pitanga,Bateias de Baixo
5821,SC - Santa Catarina,09/01/2017,"4,95","1,7",Noite,Feminino,Casado(a),Superior,campo alegre,Corredeiras
5822,SC - Santa Catarina,10/01/2017,"4,9","1,4",manhã,Feminino,Solteiro(a),Ensino médio,são bento do sul,Dona Francisca
5823,SC - Santa Catarina,15/01/2017,"4,9","1,4",Noite,Feminino,Solteiro(a),Ensino médio,São Bento do Sul ,Brasília 
5824,SC - Santa Catarina,08/01/2017,"4,85","1,6",Noite,Masculino,Solteiro(a),Superior incompleto,Campo Alegre,Bateias de Baixo
5825,SC - Santa Catarina,10/01/2017,"4,85","1,6",manhã,Feminino,Casado(a),Ensino médio,campo alegre,Bateias do Meio
5826,SC - Santa Catarina,16/01/2017,"4,8","1,3",manhã,Masculino,Casado(a),Ensino médio,São Bento do sul,Alpino
5827,SC - Santa Catarina,13/01/2017,"4,8","1,3",Noite,Masculino,Solteiro(a),Nível técnico,RIO NEGRINHO,JARDIM HANTSCHEL
5828,SC - Santa Catarina,15/01/2017,"4,75","1,5",Noite,Masculino,Casado(a),Ensino médio,São Bento do Sul,Centenário
5829,SC - Santa Catarina,10/01/2017,"4,7","1,2",Noite,Masculino,Viúvo(a),Ensino médio,MISIONES,Bateias de Baixo
5830,SC - Santa Catarina,10/01/2017,"4,65","1,4",Noite,Masculino,Solteiro(a),Ensino médio,Itaiópolis,INTERIOR
5831,SC - Santa Catarina,10/01/2017,"4,65","1,4",Noite,Feminino,Solteiro(a),Ensino médio,Santa Cecília,Cruzeiro
5832,SC - Santa Catarina,10/01/2017,"4,55","1,3",Noite,Feminino,Casado(a),Ensino médio,Campo Alegre ,Tijucume 
5833,SC - Santa Catarina,15/01/2017,"4,45","1,2",manhã,Masculino,Casado(a),Superior incompleto,palmeira,Novo Mundo
5834,SC - Santa Catarina,14/01/2017,"4,25",0,Noite,Feminino,Casado(a),Ensino médio,Corupá  ,Rio Paulo
5835,SC - Santa Catarina,16/01/2017,"3,5",0,Noite,Masculino,Casado(a),Ensino médio,Rio negro,São pedro
5836,SC - Santa Catarina,10/01/2017,"3,25",0,manhã,Masculino,Casado(a),Ensino médio,Campo Alegre,Salto do Engenho
5837,SC - Santa Catarina,16/01/2017,3,0,manhã,Masculino,Casado(a),Ensino médio,Dourados ,Chapada
5838,SC - Santa Catarina,10/01/2017,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Porto união,Gramados
5839,SC - Santa Catarina,15/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior incompleto,São Bento do Sul,Fragosos
5840,SC - Santa Catarina,09/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Ponta grossa,Centro
5841,SC - Santa Catarina,10/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,Mafra,Oxford
5842,SC - Santa Catarina,16/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Joinville,Cascatas
5843,SC - Santa Catarina,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Piên,Avencal
5844,SC - Santa Catarina,12/01/2017,3,0,Noite,Feminino,Solteiro(a),Especialização,Jaraguá do sul ,Centro
5845,SC - Santa Catarina,10/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Tijucas do Sul,Tijucume
5846,SC - Santa Catarina,16/01/2017,"2,75",0,Noite,Feminino,Casado(a),Superior,Rio Grande,João Gualberto
5847,SC - Santa Catarina,10/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Caçador,Schramm
5848,SC - Santa Catarina,13/01/2017,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,são bento do sul,Saltinho
5849,SC - Santa Catarina,15/01/2017,"2,75",0,Noite,Masculino,Separado(a),Ensino médio,santa catarina,Jardim Iririú
5850,SC - Santa Catarina,15/01/2017,"2,5",0,Noite,Feminino,Casado(a),Ensino médio,JOINVILLE,Nova Brasília
5851,SC - Santa Catarina,16/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Superior,Campo Alegre,Mangueira Velha
5852,SC - Santa Catarina,10/01/2017,"2,5",0,Noite,Feminino,Casado(a),Ensino médio,São Paulo,Cruzeiro
5853,SC - Santa Catarina,15/01/2017,"2,5",0,manhã,Masculino,Casado(a),Ensino médio,AGUDOS DO MSUL,Cruzeiro
