dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,estado_realizado_em,cidade_realizado_em,bairro,cidade_nascimento,estado_nascimento,APROVADO
2017-09-01,2.75,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,CAMBARAI,MARACAJU,MS,NAO
2017-07-01,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA DO PRATA,MARACAJU,MS,NAO
2017-01-14,2.5,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA ANGELICA,PORTO MURTINHO,MS,NAO
2017-02-01,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CENTRO,BELA VISTA,MS,NAO
2017-01-15,2.5,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JUQUITA,MARACAJU,MS,NAO
2017-02-01,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,MARGARIDA,PRANCHITA,PR,NAO
2017-01-15,2.5,0.0,NOITE,FEMININO,CASADO,SUPERIOR,MS,MATO GROSSO DO SUL,MARGARIDA,JARDIM,CE,NAO
2017-08-01,2.5,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,ALTO MARACAJU,MARACAJU,MS,NAO
2017-01-16,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA JUQUITA,POAAO DE PEDRAS,MA,NAO
2017-01-15,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,MARAGARIDA,VARZEA GRANDE,PI,NAO
2017-01-14,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CAMBARAI,MARACAJU,MS,NAO
2017-08-01,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,PARAGUAI,MARACAJU,MS,NAO
2017-01-16,2.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JUQUITA,CAPANEMA,PA,NAO
2017-01-14,2.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA CAMISAO,JARDIM,CE,NAO
2017-01-16,1.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,EGIDIO RIBEIRO,JARDIM,CE,NAO
2017-02-01,1.75,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,PRATEADA,MARACAJU,MS,NAO
2017-07-01,5.3,1.8,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,IGREJINHA,CAPANEMA,PA,SIM
2017-08-01,5.3,1.8,NOITE,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,ZONA RURAL,NOVA TIMBOTEUA,PA,SIM
2017-09-01,5.3,1.8,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,CAPANEMA,PA,SIM
2017-09-01,5.3,1.8,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CARDOSAO,PRIMAVERA,PA,SIM
2017-07-01,5.2,1.7,NOITE,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,ZONA RURAL,VISEU,PA,SIM
2017-05-01,5.2,1.7,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,VILA FATIMA,CAPANEMA,PA,SIM
2017-01-16,5.2,1.7,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,VILA SAO LEANDRO,SAO JOAO DE PIRABAS,PA,SIM
2017-05-01,5.2,1.7,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,FATIMA,CAPANEMA,PA,SIM
2017-12-01,5.2,1.7,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SANTA LUZIA,CAPANEMA,PA,SIM
2017-01-16,5.2,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,LIBERDADE,BENEVIDES,PA,SIM
2017-05-01,5.15,1.9,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ALMIR GABRIEL,CRUZEIRO,SP,SIM
2017-01-16,5.1,1.6,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,SANTA LUZIA DO PARA,PA,SIM
2017-01-15,5.05,1.8,MANHA,MASCULINO,SOLTEIRO,ESPECIALIZACAO,PA,PARA,ALDEIA,BRAGA,RS,SIM
2017-05-01,5.05,1.8,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,TANCREDO NEVES,CAPANEMA,PA,SIM
2017-01-16,5.05,1.8,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,SIM
2017-12-01,5.0,1.5,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRIMEIRA,CAPANEMA,PA,SIM
2017-07-01,5.0,1.5,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,CENTRO,PEIXE-BOI,PA,SIM
2017-05-01,4.95,1.7,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,ALMIR GABRIEL,CAPANEMA,PA,NAO
2017-01-13,4.95,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAMPINHO,FAZENDA NOVA,GO,NAO
2017-01-16,4.95,1.7,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,MORRO,BRAGA,RS,NAO
2017-01-14,4.95,1.7,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,CENTRO,ANANINDEUA,PA,NAO
2017-09-01,4.95,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,ANANINDEUA,PA,NAO
2017-08-01,4.9,1.4,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRIMEIRA,CAPANEMA,PA,NAO
2017-06-01,4.85,1.6,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NAZARE,CAPANEMA,PA,NAO
2017-01-15,4.85,1.6,NOITE,MASCULINO,SOLTEIRO,ENSINO FUNDAMENTAL,PA,PARA,VILA DE TACITEUA,TAILANDIA,PA,NAO
2017-05-01,4.85,1.6,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,OLIVEIRA BRITO,CAPANEMA,PA,NAO
2017-01-15,4.75,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,OLIVEIRA BRITO,CAPANEMA,PA,NAO
2017-01-16,4.75,1.5,MANHA,FEMININO,CASADO,ESPECIALIZACAO,PA,PARA,ALDEIA,IMPERATRIZ,MA,NAO
2017-01-15,4.7,1.2,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,PA,PARA,AREIA BRANCA,CAPANEMA,PA,NAO
2017-01-16,4.7,1.2,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,CAPANEMA,PA,NAO
2017-01-16,4.45,1.2,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,PEDREIRA,CAPANEMA,PA,NAO
2017-01-13,4.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ESTRELA,NOVA TIMBOTEUA,PA,NAO
2017-12-01,3.75,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,SAO PIO X,CAPANEMA,PA,NAO
2017-01-16,3.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAIXA D'AGUA,CAPANEMA,PA,NAO
2017-01-16,3.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAIXA D'AGUA,CAPANEMA,PA,NAO
2017-01-14,3.5,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,SANTA LUZIA DO PARA,PA,NAO
2017-06-01,3.25,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,SANTA LUZIA,CAPANEMA,PA,NAO
2017-01-16,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BONITO,PA,NAO
2017-12-01,3.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAMPINHO,CAPANEMA,PA,NAO
2017-01-15,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,OLIVEIRA BRITO,SAO PAULO,SP,NAO
2017-01-15,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,PRIMAVERA,PA,NAO
2017-01-16,3.0,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,AREIA BRANCA,IRITUIA,PA,NAO
2017-01-16,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,CAPANEMA,PA,NAO
2017-01-15,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPITAO POAO,PA,NAO
2017-01-15,3.0,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,PA,PARA,SAMAMBAIA,CAPANEMA,PA,NAO
2017-01-14,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,VILA SINHA,MANAUS,AM,NAO
2017-01-14,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PEDREIRA,CAPANEMA,PA,NAO
2017-01-15,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SANTA LUZIA,CAPANEMA,PA,NAO
2017-01-15,3.0,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,TANCREDO NEVES,CAPANEMA,PA,NAO
2017-01-15,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SANTA LUZIA,CAPANEMA,PA,NAO
2017-01-14,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-12-01,3.0,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,CARUTAPERA,MA,NAO
2017-05-01,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,CAPANEMA,PA,NAO
2017-01-16,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,COMUNIDADE,TRACUATEUA,PA,NAO
2017-01-16,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,ALTAMIRA,PA,NAO
2017-05-01,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ALDEIA,BRAGA,RS,NAO
2017-01-16,3.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,TRACUATEUA,PA,NAO
2017-01-16,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,LIBERDADE,CAPANEMA,PA,NAO
2017-01-16,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,VISEU,PA,NAO
2017-06-01,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NAZARE,CAPANEMA,PA,NAO
2017-07-01,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,CAPANEMA,PA,NAO
2017-09-01,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRIMEIRA,CAPANEMA,PA,NAO
2017-06-01,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BRAGA,RS,NAO
2017-01-15,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DISTRITO DE TACIATEUA,TAILANDIA,PA,NAO
2017-01-15,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-01-15,2.75,0.0,NOITE,FEMININO,SOLTEIRO,NIVEL TECNICO,PA,PARA,SAO PIO X,CAPANEMA,PA,NAO
2017-01-16,2.75,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,CAMPINHO,NOVA TIMBOTEUA,PA,NAO
2017-01-16,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PICARREIRA,VISEU,PA,NAO
2017-01-16,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NOVA TIMBOTEUA,SANTA MARIA,RN,NAO
2017-01-16,2.75,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-01-16,2.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAO PIO X,CAPANEMA,PA,NAO
2017-01-15,2.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,BRAGA,RS,NAO
2017-01-15,2.75,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,OLIVEIRA BRITO,CAPANEMA,PA,NAO
2017-01-15,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAO PIO X,CAPANEMA,PA,NAO
2017-07-01,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRIMEIRA,CAPANEMA,PA,NAO
2017-01-16,2.75,0.0,MANHA,FEMININO,SEPARADO,ENSINO MEDIO,PA,PARA,CENTRO,SANTA LUZIA DO PARA,PA,NAO
2017-01-15,2.75,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TANCREDO NEVES,CAPANEMA,PA,NAO
2017-01-16,2.5,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,BACURI,PRIMAVERA,PA,NAO
2017-01-15,2.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,PA,PARA,SAO CRISTOVAO,CAPANEMA,PA,NAO
2017-01-16,2.5,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,MARAMBAIA,BRAGA,RS,NAO
2017-01-16,2.5,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,IGREJINHA,CAPANEMA,PA,NAO
2017-01-15,2.5,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,MAE DO RIO,PA,NAO
2017-05-01,2.5,0.0,MANHA,MASCULINO,SEPARADO,ENSINO MEDIO,PA,PARA,ALMIR GABRIEL,CAPANEMA,PA,NAO
2017-12-01,2.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,CAPANEMA,PA,NAO
2017-12-01,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,PA,PARA,NOVA TIMBOTEUA,CAPANEMA,PA,NAO
2017-01-13,2.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRIMEIRA,CAPANEMA,PA,NAO
2017-06-01,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PADRE  LUIZ,BRAGA,RS,NAO
2017-01-16,2.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,SAO JOAO DE PIRABAS,PA,NAO
2017-01-16,2.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CAMPINHO,CAPANEMA,PA,NAO
2017-01-14,2.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,MIRASSELVAS,CAPANEMA,PA,NAO
2017-01-16,2.25,0.0,NOITE,FEMININO,SEPARADO,ENSINO MEDIO,PA,PARA,CENTRO,BRAGA,RS,NAO
2017-01-15,2.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,PRIMAVERA,PA,NAO
2017-01-15,2.25,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,BONITO,PA,NAO
2017-01-16,2.25,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,RIO DE JANEIRO,RJ,NAO
2017-01-16,2.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,VISEU,PA,NAO
2017-05-01,2.25,0.0,MANHA,MASCULINO,SEPARADO,ENSINO MEDIO,PA,PARA,IGREJINHA,CAPANEMA,PA,NAO
2017-01-16,2.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRES DE MAIO,VISEU,PA,NAO
2017-09-01,2.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,PRIMEIRA,PARAGOMINAS,PA,NAO
2017-01-15,2.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,NOVA TIMBOTEUA,PA,NAO
2017-01-15,2.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAO CRISTOVAO,CAPANEMA,PA,NAO
2017-09-01,2.0,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,APARECIA,PRIMAVERA,PA,NAO
2017-01-15,2.0,0.0,MANHA,MASCULINO,CASADO,SUPERIOR,PA,PARA,ALEGRE,BRAGA,RS,NAO
2017-12-01,2.0,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,DOM JOAO VI,VISEU,PA,NAO
2017-08-01,2.0,0.0,NOITE,FEMININO,SOLTEIRO,NIVEL TECNICO,PA,PARA,CAMPINHO,NOVA TIMBOTEUA,PA,NAO
2017-01-15,2.0,0.0,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-09-01,2.0,0.0,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,PA,PARA,CENTRO,BACABAL,MA,NAO
2017-08-01,2.0,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,AREIA BRANCA,CAPANEMA,PA,NAO
2017-08-01,2.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-01-16,1.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,NAO
2017-01-13,1.75,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,IGREJINHA,CAPANEMA,PA,NAO
2017-12-01,1.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAMAMBAIA,CAPANEMA,PA,NAO
2017-01-15,1.5,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,DOM JOAO VI,CAPANEMA,PA,NAO
2017-01-15,4.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,SAO RAIMUNDO,SANTA IZABEL DO PARA,PA,NAO
2017-01-14,3.75,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,BRASIL VERDE,CAPANEMA,PA,NAO
2017-01-15,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2017-06-01,3.5,0.0,MANHA,MASCULINO,SEPARADO,SUPERIOR,PA,PARA,CRUZEIRO (ICOARACI),PONTA DE PEDRAS,PA,NAO
2017-12-01,3.5,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,MARITUBA,PA,NAO
2017-06-01,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NOVA BRASILIA,SANTA IZABEL DO PARA,PA,NAO
2017-09-01,3.5,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,AEROPORTO,ACARA,PA,NAO
2017-01-15,3.5,0.0,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,PA,PARA,SAO LOURENCO,ABAETETUBA,PA,NAO
2017-05-01,3.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,CIDADE NOVA,OEIRAS,PI,NAO
2017-09-01,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,KM 23,SANTO ANTA NIO DO TAUA,PA,NAO
2017-01-15,3.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JARDIM ACACIA,BENEVIDES,PA,NAO
2017-01-13,3.5,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JARDIM DAS ACACIAS,SAO DOMINGOS DO CAPIM,PA,NAO
2017-09-01,3.5,0.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,JURUNAS,AMARANTE DO MARANHAO,MA,NAO
2017-01-13,3.5,0.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,NOVO,BUJARU,PA,NAO
2017-05-01,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,SANTO ANTA NIO DO TAUA,PA,NAO
2017-09-01,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2017-01-15,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,INDEPENDENTE,SANTA ISABEL,SP,NAO
2017-01-13,3.5,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,SANTARAM NOVO,PA,NAO
2017-12-01,3.5,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,ACARA,PA,NAO
2017-01-13,3.5,0.0,MANHA,MASCULINO,CASADO,SUPERIOR,PA,PARA,MARCO,ALTAMIRA,PA,NAO
2017-12-01,3.5,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,MANGUEIRAS (MOSQUEIRO),BRAGA,RS,NAO
2017-01-14,3.5,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NOVO,SANTA IZABEL DO PARA,PA,NAO
2017-07-01,3.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,SANTA ISABEL,SP,NAO
2017-08-01,3.25,0.0,NOITE,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,ZONA RURAL,TUPACIGUARA,MG,NAO
2017-01-14,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NAZARE,BARCARENA,PA,NAO
2017-01-16,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,JUAZEIRO,SANTA IZABEL DO PARA,PA,NAO
2017-01-15,3.25,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,RURAL,CASTANHAL,PA,NAO
2017-12-01,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SANTA LUCIA 1,SANTA IZABEL DO PARA,PA,NAO
2017-01-16,3.25,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,ZONA RURAL,IRITUIA,PA,NAO
2017-08-01,3.25,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,FLAMENGO,SANTO ANTA NIO DO TAUA,PA,NAO
2017-01-15,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2017-12-01,3.25,0.0,MANHA,FEMININO,DIVORCIADO,SUPERIOR,PA,PARA,CAMPINA,BOA VISTA,RR,NAO
2017-07-01,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DISTRITO INDUSTRIAL,ANANINDEUA,PA,NAO
2017-01-13,3.25,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAUDADE I,CASTANHAL,PA,NAO
2017-01-15,3.25,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,NOVO,BUJARU,PA,NAO
2017-08-01,3.25,0.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,DISTRITO INDUSTRIAL,CASTANHAL,PA,NAO
2017-01-15,3.25,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,PA,PARA,TRIANGULO,RIO DE JANEIRO,RJ,NAO
2017-01-13,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,SANTA IZABEL DO PARA,PA,NAO
2017-01-13,3.25,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRIANGULO,SANTA IZABEL DO PARA,PA,NAO
2017-12-01,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,SANTA IZABEL DO PARA,PA,NAO
2017-07-01,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2017-12-01,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,NOVO HORIZONTE,SANTO ANTA NIO DO TAUA,PA,NAO
2017-08-01,3.0,0.0,MANHA,MASCULINO,SEPARADO,SUPERIOR,PA,PARA,TERRA FIRME,JI-PARANA,RO,NAO
2017-01-16,3.0,0.0,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,COQUEIRO,CAPANEMA,PA,NAO
2017-09-01,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
2017-09-01,3.0,0.0,MANHA,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,NOVO ESTRELA,CASTANHAL,PA,NAO
2017-01-16,3.0,0.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,SAO JOAO,ANANINDEUA,PA,NAO
2017-09-01,3.0,0.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,CENTRO,SANTA IZABEL DO PARA,PA,NAO
2017-01-14,3.0,0.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,SANTA IZABEL DO PARA,PA,NAO
2017-01-15,3.0,0.0,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,BUJARU,PA,NAO
